Name,Rank,Global Score from US News,Image,Description,City,Country,Country Code
Ain Shams University,357,56.7,N/A,,Cairo,Egypt,EGY
University of Science & Technology Beijing,357,56.7,N/A,,Beijing,China,CHN
University of South Florida,357,56.7,N/A,,Tampa,United States,USA
Alexandria University,360,56.6,N/A,,Alexandria,Egypt,EGY
Temple University,360,56.6,N/A,,Philadelphia,United States,USA
Universite Cote d'Azur,360,56.6,N/A,,Nice,France,FRA
University of Ibadan,360,56.6,N/A,,Ibadan,Nigeria,NGA
University of Liege,360,56.6,N/A,,Liege,Belgium,BEL
Zhejiang Normal University,360,56.6,N/A,,Jinhua,China,CHN
University of Granada,366,56.5,N/A,,Granada,Spain,ESP
University of Navarra,366,56.5,N/A,,Pamplona,Spain,ESP
University of Texas Health Science Center at San Antonio,366,56.5,N/A,,San Antonio,United States,USA
Ruhr University Bochum,369,56.4,N/A,,Bochum,Germany,DEU
"University at Buffalo, SUNY",369,56.4,N/A,,Buffalo,United States,USA
Institute of Science Tokyo,371,56.3,N/A,,"Meguro, Tokyo",Japan,JPN
Qingdao University,371,56.3,N/A,,Qingdao,China,CHN
University of Aberdeen,371,56.3,N/A,,Aberdeen,United Kingdom,GBR
Nanjing Forestry University,374,56.2,N/A,,Nanjing,China,CHN
Scuola Normale Superiore di Pisa,374,56.2,N/A,"The Scuola Normale Superiore di Pisa is a public institution that was founded in 1810. The university is located in Pisa, Italy, enrolls just several hundred students and offers free tuition. The university provides students with free housing in several dormitories – Collegio Faedo, Collegio Carducci, Collegio Timpano and Collegio Fermi – as well as a residence for doctoral students in Florence. If there is not space for graduate students in the dormitories, they are given a stipend to pay for outside accommodations. Students at the Scuola Normale can also receive free meals.

The university has a handful of academic divisions: humanities, mathematical and natural sciences, and the Institute of Humanities and Social Sciences, which focuses on doctoral studies and is located in Florence. Students enrolled at the institution take courses from both the Scuola Normale and the University of Pisa. After three years of study, students receive a degree from the University of Pisa as well as a specialized diploma from Scuola. After two additional years of study, students can earn a master's degree from the University of Pisa and another specialized diploma from Scuola. The primary language of instruction is Italian, and classes are commonly taught in seminar style. The university’s research bodies include the Centre for Data Processing of Texts and Images in the Literary Tradition; the Bio@SNS Laboratory, focused on the study of the brain; and the Laboratory of Sciences of Antiquity.",Pisa,Italy,ITA
Jiangnan University,376,56.1,N/A,,Wuxi,China,CHN
Medical University of Graz,376,56.1,N/A,,Graz,Austria,AUT
Technion Israel Institute of Technology,376,56.1,N/A,,Haifa,Israel,ISR
Universiti Teknologi Malaysia,376,56.1,N/A,,Johor,Malaysia,MYS
Iowa State University,380,56.0,N/A,,Ames,United States,USA
Pohang University of Science & Technology (POSTECH),380,56.0,https://www.usnews.com/object/image/00000157-7183-dca0-ad7f-79b7138a0000/$160928_POSTECH?size=responsive640&update-time=1475078296308,"Pohang University of Science and Technology, also known as POSTECH, is a private institution that was founded in 1986. The science- and engineering-focused university is located in the city of Pohang, South Korea, approximately 250 miles southeast of the capital city, Seoul. In a recent year, upward of 3,000 students attended the university and approximately 40 percent of them studied at the undergraduate level. Tuition is the same for international and domestic students, and many POSTECH students receive university or government scholarships and grants. Additionally, new international graduate students at POSTECH receive a settlement allowance during their first semester to help cover relocation expenses. University student housing is available for both undergraduate- and graduate-level students.

The university has academic divisions that focus mainly on science, engineering and technology. Both Korean and English are spoken in POSTECH classrooms. In a recent year, around 85 percent of courses that counted toward undergraduate and graduate majors were offered in English. However, if students want to brush up on their Korean language skills, they can take classes through the POSTECH Korean Language Program. The university follows a semester-based academic calendar, with the school year beginning in March. One of the university’s research facilities is the Pohang Accelerator Laboratory, the only synchrotron radiation accelerator in South Korea. POSTECH's Undergraduate Research Program provides funding for 40-60 students each year to participate in research activities for several months under faculty guidance. Undergraduates can also enroll in research-focused courses for academic credit.",Pohang,South Korea,KOR
Universidade Estadual de Campinas,380,56.0,N/A,,Campinas,Brazil,BRA
Fuzhou University,383,55.9,N/A,,Fuzhou,China,CHN
Ton Duc Thang University,383,55.9,N/A,,Ho Chi Minh City,Vietnam,VNM
Dalhousie University,385,55.8,N/A,,Halifax,Canada,CAN
Humanitas University,385,55.8,N/A,,Milan,Italy,ITA
Louisiana State University,385,55.8,N/A,,Baton Rouge,United States,USA
Ulm University,385,55.8,N/A,,Ulm,Germany,DEU
University of Reading,385,55.8,N/A,,Reading,United Kingdom,GBR
Pontificia Universidad Catolica de Chile,390,55.7,N/A,,Santiago,Chile,CHL
University of South Carolina Columbia,390,55.7,N/A,,Columbia,United States,USA
University of Oulu,392,55.6,N/A,,Oulu,Finland,FIN
University of Rome Tor Vergata,392,55.6,N/A,,Rome,Italy,ITA
Central China Normal University,394,55.5,N/A,,Wuhan,China,CHN
Friedrich Schiller University of Jena,394,55.5,N/A,,Jena,Germany,DEU
Renmin University of China,394,55.5,N/A,,Beijing,China,CHN
Tulane University,394,55.5,N/A,,New Orleans,United States,USA
University of Victoria,394,55.5,N/A,,Victoria,Canada,CAN
Khalifa University of Science & Technology,399,55.4,N/A,,Abu Dhabi,United Arab Emirates,ARE
Oregon State University,399,55.4,N/A,,Corvallis,United States,USA
University College Cork,399,55.4,N/A,,Cork,Ireland,IRL
University of Dundee,399,55.4,N/A,,Dundee,United Kingdom,GBR
Islamic Azad University,403,55.3,N/A,,Tehran,Iran,IRN
Ulsan National Institute of Science & Technology (UNIST),403,55.3,N/A,,Ulsan,South Korea,KOR
University of Bath,403,55.3,N/A,,Bath,United Kingdom,GBR
University of St Andrews,403,55.3,N/A,,Fife,United Kingdom,GBR
University of Kentucky,407,55.2,N/A,,Lexington,United States,USA
University of Notre Dame,407,55.2,N/A,,Notre Dame,United States,USA
Eindhoven University of Technology,409,55.1,N/A,,Eindhoven,Netherlands,NLD
Nanjing University of Information Science & Technology,409,55.1,N/A,,Nanjing,China,CHN
Hannover Medical School,411,55.0,N/A,,Hannover,Germany,DEU
Quaid I Azam University,411,55.0,N/A,,Islamabad,Pakistan,PAK
Umea University,411,55.0,N/A,,Umea,Sweden,SWE
University of Oregon,411,55.0,N/A,,Eugene,United States,USA
Virginia Commonwealth University,411,55.0,N/A,,Richmond,United States,USA
Aristotle University of Thessaloniki,416,54.9,N/A,,Thessaloniki,Greece,GRC
James Cook University,416,54.9,N/A,,Townsville City,Australia,AUS
Queens University,416,54.9,N/A,,Kingston (Canada),Canada,CAN
Universidad Nacional Autonoma de Mexico,416,54.9,N/A,,Mexico City,Mexico,MEX
Universiti Sains Malaysia,416,54.9,N/A,,Penang,Malaysia,MYS
University of Houston,416,54.9,N/A,,Houston,United States,USA
Washington State University,416,54.9,N/A,,Pullman,United States,USA
University of East Anglia,423,54.8,N/A,,Norwich,United Kingdom,GBR
Simon Fraser University,424,54.7,N/A,,Burnaby,Canada,CAN
University of Kwazulu Natal,424,54.7,N/A,,Durban,South Africa,ZAF
University of South Australia,424,54.7,N/A,,Adelaide,Australia,AUS
Assiut University,427,54.6,N/A,,Assiut,Egypt,EGY
Jagiellonian University,427,54.6,N/A,,Krakow,Poland,POL
Swansea University,427,54.6,N/A,,Swansea,United Kingdom,GBR
University of Strathclyde,427,54.6,N/A,,Glasgow,United Kingdom,GBR
University of Twente,427,54.6,N/A,,Enschede,Netherlands,NLD
Heinrich Heine University Dusseldorf,432,54.5,N/A,,Dusseldorf,Germany,DEU
University of Mississippi,432,54.5,N/A,,University,United States,USA
Flinders University,434,54.4,N/A,,Bedford Park,Australia,AUS
Hanyang University,434,54.4,N/A,,Seoul,South Korea,KOR
Hokkaido University,434,54.4,N/A,,Sapporo,Japan,JPN
Universita degli Studi di Bari Aldo Moro,434,54.4,N/A,,Bari,Italy,ITA
University of Central Florida,434,54.4,N/A,,Orlando,United States,USA
Hong Kong Baptist University,439,54.3,N/A,,Hong Kong,Hong Kong,HKG
Baylor University,440,54.2,N/A,,Waco,United States,USA
Medical University of Innsbruck,440,54.2,N/A,,Innsbruck,Austria,AUT
Taif University,440,54.2,N/A,,Taif,Saudi Arabia,SAU
University of Colorado Denver,440,54.2,N/A,,Denver,United States,USA
University of Manitoba,440,54.2,N/A,,Winnipeg,Canada,CAN
Nantes Universite,445,54.1,N/A,,Nantes,France,FRA
Northeastern University - China,445,54.1,N/A,,Shenyang,China,CHN
Prince Sultan University,445,54.1,N/A,,Columbia,Jordan,JOR
University of Massachusetts Worcester,445,54.1,N/A,,Worcester,United States,USA
University of New Mexico,445,54.1,N/A,,Albuquerque,United States,USA
Xidian University,445,54.1,N/A,,Xi'an,China,CHN
Laval University,451,54.0,N/A,,Quebec City,Canada,CAN
Nanjing University of Science & Technology,451,54.0,N/A,,Nanjing,China,CHN
University of Buenos Aires,451,54.0,N/A,,Buenos Aires,Argentina,ARG
Guangzhou University,454,53.9,N/A,,Guangzhou,China,CHN
Universite de Lorraine,455,53.8,N/A,,Nancy,France,FRA
University of Delaware,455,53.8,N/A,,Newark,United States,USA
Edith Cowan University,457,53.7,N/A,,Joondalup,Australia,AUS
Universitat Politecnica de Catalunya,457,53.7,N/A,,Barcelona,Spain,ESP
University of Trieste,457,53.7,N/A,"The University of Trieste is a public institution that traces its roots back to 1877 when it was initially started as the School of Commerce. The institution was officially founded as a university in 1924. Its main campus is in Trieste, Italy, a city located east of Venice and near the country's border with Slovenia. The university has other sites in Gorizia, Portogruaro and Pordenone, all in northeastern Italy. Tuition costs vary by academic subject but are the same for domestic and international students. Housing in student residence halls is available through an outside organization.

The university's 10 main academic divisions cover a variety of subjects: chemical and pharmaceutical sciences; economic, business, mathematical and statistical sciences; engineering and architecture; humanities; legal, language, interpreting and translation studies; life sciences; mathematics and geosciences; medicine, surgery and health sciences; physics; and political and social sciences. The primary language of instruction is Italian. However, program options are available for English speakers, including English-taught bachelor's degree programs in business and management, as well as a master's program in physics offered jointly with the University of Udine. For the most part, the university uses a semester-based academic calendar. The city of Trieste and the surrounding area are home to a number of research institutions – including the Elettra Synchrotron Light Laboratory and the AREA Science Park – and the university has partnerships with some of them.",Trieste,Italy,ITA
Lanzhou University,460,53.6,N/A,,Lanzhou,China,CHN
University of Belgrade,460,53.6,N/A,,Belgrade,Serbia,SRB
University of Pretoria,460,53.6,N/A,,Hatfied (South Africa),South Africa,ZAF
University of Verona,460,53.6,N/A,,Verona,Italy,ITA
Donghua University,464,53.5,N/A,,Shanghai,China,CHN
Ocean University of China,464,53.5,N/A,,Qingdao,China,CHN
Universidade Federal do Rio Grande do Sul,464,53.5,N/A,,Porto Alegre,Brazil,BRA
Wayne State University,464,53.5,N/A,,Detroit,United States,USA
Peking Union Medical College,468,53.4,N/A,,Beijing,China,CHN
Southwestern University of Finance & Economics - China,468,53.4,N/A,,Chengdu,China,CHN
Tampere University,468,53.4,N/A,,Tampere,Finland,FIN
University of Missouri,468,53.4,N/A,,Columbia,United States,USA
University of Warsaw,468,53.4,N/A,,Warsaw,Poland,POL
Guangdong University of Technology,473,53.3,N/A,,Guangzhou,China,CHN
Medical University of South Carolina,473,53.3,N/A,,Charleston,United States,USA
Southwest University - China,473,53.3,N/A,,Chongqing,China,CHN
Swedish University of Agricultural Sciences,473,53.3,N/A,,Uppsala,Sweden,SWE
Universidad de Chile,473,53.3,N/A,,Santiago,Chile,CHL
University of Luxembourg,473,53.3,N/A,,Esch-sur-Alzette,Luxembourg,LUX
Bogazici University,479,53.2,N/A,,Istanbul,Turkey,TUR
Hamad Bin Khalifa University-Qatar,479,53.2,N/A,,Doha,Qatar,QAT
University of Brescia,479,53.2,N/A,,Brescia,Italy,ITA
University of Catania,479,53.2,N/A,,Catania,Italy,ITA
Hohai University,483,53.1,N/A,,Nanjing,China,CHN
Syracuse University,483,53.1,N/A,,Syracuse,United States,USA
University of Hawaii Manoa,483,53.1,N/A,,Honolulu,United States,USA
University of Innsbruck,483,53.1,N/A,"The University of Innsbruck is a public institution that was founded in 1669. The university is located in Innsbruck, Austria, in the Alps region. The institution has four main campuses – Innrain, Sport, Technik and Universitätsstraße. In a recent year, around 40 percent of the University of Innsbruck student body was international. Students from European Union and European Economic Area countries are not charged tuition, but students from outside these areas pay relatively low tuition costs. The university does not offer its own student housing.

The university has 16 main academic divisions that cover a variety of fields, including biology, economics and statistics, engineering science, management, and political science and sociology. Overall, the institution offers more than 100 different academic programs. The university used to have medical division, but in 2004 it became its own institution: the Medical University of Innsbruck. The university's primary language of instruction is German, but some English-taught programs are available, including master's programs in applied economics, physics and strategic management. The university follows a semester-based academic calendar.

The main research areas at the University of Innsbruck are alpine space – man and environment, cultural encounters – cultural conflicts, molecular biosciences, physics and scientific computing. Some of the research centers at the University of Innsbruck are focused on Alpine infrastructure engineering, mountain agriculture, and migration and globalization. The university also has a botanical garden that is used for teaching and research; the garden was created in 1793 and is home to thousands of plant species.",Innsbruck,Austria,AUT
Kyung Hee University,487,53.0,N/A,,Seoul,South Korea,KOR
Prince Sattam Bin Abdulaziz University,487,53.0,N/A,,Al Kharj,Saudi Arabia,SAU
University of Basque Country,487,53.0,N/A,,Leioa,Spain,ESP
Universidade de Coimbra,490,52.9,N/A,,Coimbra,Portugal,PRT
University of Nebraska Lincoln,490,52.9,N/A,,Lincoln (U.S.),United States,USA
Nanjing Normal University,492,52.8,N/A,,Nanjing,China,CHN
Drexel University,493,52.7,N/A,,Philadelphia,United States,USA
Tanta University,493,52.7,N/A,,Tanta,Egypt,EGY
Eotvos Lorand University,495,52.6,N/A,,Budapest,Hungary,HUN
Sechenov First Moscow State Medical University,495,52.6,N/A,,Moscow (Russia),Russia,RUS
Koc University,497,52.5,N/A,,Istanbul,Turkey,TUR
University of the Philippines Manila,497,52.5,N/A,,Manila,Philippines,PHL
Wake Forest University,497,52.5,N/A,,Winston-Salem,United States,USA
Anhui University of Finance & Economics,500,52.4,N/A,,"Bengbu, Anhui",China,CHN
China University of Petroleum,500,52.4,N/A,,Qingdao,China,CHN
Jefferson University,500,52.4,N/A,,Philadelphia,United States,USA
Rush University,500,52.4,N/A,,Chicago,United States,USA
Florida International University,504,52.3,N/A,,Miami,United States,USA
Universite de Rennes,504,52.3,N/A,,Rennes,France,FRA
International School for Advanced Studies (SISSA),506,52.2,N/A,,Trieste,Italy,ITA
National Tsing Hua University,506,52.2,N/A,"National Tsing Hua University is a public institution that traces its roots back to 1911, when it was established in Beijing as Tsing Hua Academy. The school was renamed in 1928 and then relocated to its present site in Hsinchu, Taiwan – around 50 miles southwest of Taipei – in 1956. Tuition costs at the university are the same for domestic and international students, though they vary by subject, with science and engineering degree programs costing more. The university, government agencies and private organizations provide some scholarships for international students. University housing is available, with priority given to foreign students; many faculty members also live on campus.

The university has several colleges – science, engineering, electrical engineering and computer science, humanities and social sciences, life science, nuclear science and technology management –  and its academic calendar is semester-based. The primary language of instruction is Mandarin, though some of the university's courses are offered in English. A few fully English-taught degree options, including an international MBA in technology management, are also available. Some of National Tsing Hua University's research centers are the Nuclear Science and Technology Development Center; the Center for Science, Technology and Society; and the Center for Energy and Environmental Research. The university has agreements for research, exchange and other joint activities with more than 100 universities around the world, such as Zhejiang University in China, Kyoto University in Japan and the University of California—Berkeley in the U.S.",Hsinchu,Taiwan,TWN
University of Ljubljana,506,52.2,N/A,,Ljubljana,Slovenia,SVN
Victoria University Wellington,506,52.2,N/A,,Wellington,New Zealand,NZL
George Mason University,510,52.1,N/A,,Fairfax,United States,USA
Murdoch University,510,52.1,N/A,,Murdoch,Australia,AUS
Nanjing University of Aeronautics & Astronautics,510,52.1,N/A,,Nanjing,China,CHN
University of Tsukuba,510,52.1,N/A,,Tsukuba,Japan,JPN
Changsha University of Science & Technology,514,52.0,N/A,,Changsha,China,CHN
Southwest Jiaotong University,514,52.0,N/A,,Chengdu,China,CHN
University of Santiago of Compostela,514,52.0,N/A,,Santiago de Compostela,Spain,ESP
York University - Canada,514,52.0,N/A,,Toronto,Canada,CAN
Boston College,518,51.9,N/A,,Chestnut Hill,United States,USA
Kafrelsheikh University,518,51.9,N/A,,Kafr el-sheikh,Egypt,EGY
University of Seville,518,51.9,N/A,,Seville,Spain,ESP
Lomonosov Moscow State University,521,51.8,N/A,,Moscow (Russia),Russia,RUS
Loughborough University,521,51.8,N/A,,Loughborough,United Kingdom,GBR
Princess Nourah bint Abdulrahman University,521,51.8,N/A,,Riyadh,Saudi Arabia,SAU
Zhejiang University of Technology,521,51.8,N/A,,Hangzhou,China,CHN
Brunel University London,525,51.7,N/A,,Uxbridge,United Kingdom,GBR
Nottingham Trent University,525,51.7,N/A,,Nottingham,United Kingdom,GBR
Politecnico di Torino,527,51.6,N/A,,Turin,Italy,ITA
Beijing University of Technology,528,51.5,N/A,,Beijing,China,CHN
Ollscoil na Gaillimhe-University of Galway,528,51.5,N/A,,Galway,Ireland,IRL
Umm Al Qura University,528,51.5,N/A,,Makkah,Saudi Arabia,SAU
University of Iceland,528,51.5,N/A,,Reykjavik,Iceland,ISL
University of Oklahoma,528,51.5,N/A,,Norman,United States,USA
East China University of Science & Technology,533,51.4,N/A,,Shanghai,China,CHN
Liverpool John Moores University,533,51.4,N/A,,Liverpool,United Kingdom,GBR
South China Normal University,533,51.4,N/A,,Guangzhou,China,CHN
Universidade Federal do Rio de Janeiro,533,51.4,N/A,,Rio de Janeiro,Brazil,BRA
Nanchang University,537,51.3,N/A,,Nanchang,China,CHN
University of Eastern Finland,537,51.3,N/A,,Joensuu,Finland,FIN
University of Texas at Dallas,537,51.3,N/A,,Richardson,United States,USA
Chulalongkorn University,540,51.1,N/A,,Bangkok,Thailand,THA
South China Agricultural University,540,51.1,N/A,,Guangzhou,China,CHN
Beijing Jiaotong University,542,51.0,N/A,,Beijing,China,CHN
Universita della Campania Vanvitelli,542,51.0,N/A,,Caserta,Italy,ITA
University of Canterbury,542,51.0,N/A,,Christchurch,New Zealand,NZL
University of Perugia,542,51.0,N/A,,Perugia,Italy,ITA
Beijing University of Posts & Telecommunications,546,50.9,N/A,,Beijing,China,CHN
Ben-Gurion University of the Negev,546,50.9,N/A,,Beer-Sheva,Israel,ISR
Justus Liebig University Giessen,546,50.9,N/A,,Giessen,Germany,DEU
Medical College of Wisconsin,546,50.9,N/A,,Milwaukee,United States,USA
Benha University,550,50.8,N/A,,Benha,Egypt,EGY
Bocconi University,550,50.8,N/A,,Milan,Italy,ITA
China University of Mining & Technology,550,50.8,N/A,,Xuzhou,China,CHN
Keio University,550,50.8,N/A,,Tokyo,Japan,JPN
Universidade Federal de Minas Gerais,550,50.8,N/A,,Belo Horizonte,Brazil,BRA
USI - Universita della Svizzera italiana,550,50.8,N/A,,Lugano,Switzerland,CHE
Nanjing Tech University,556,50.7,N/A,,Nanjing,China,CHN
University of Guelph,556,50.7,N/A,,Guelph,Canada,CAN
Leibniz University Hannover,558,50.5,N/A,,Hannover,Germany,DEU
Southern Medical University - China,558,50.5,N/A,,Guangzhou,China,CHN
University of Ferrara,558,50.5,N/A,,Ferrara,Italy,ITA
University of Portsmouth,558,50.5,N/A,,Portsmouth,United Kingdom,GBR
Semmelweis University,562,50.4,N/A,,Budapest,Hungary,HUN
University of Jyvaskyla,562,50.4,N/A,,Jyvaskyla,Finland,FIN
University of Zagreb,562,50.4,N/A,,Zagreb,Croatia,HRV
Imam Abdulrahman Bin Faisal University,565,50.3,N/A,,Dammam,Saudi Arabia,SAU
Sharif University of Technology,565,50.3,N/A,,Tehran,Iran,IRN
Universidade Nova de Lisboa,565,50.3,N/A,,Lisbon,Portugal,PRT
Philipps University Marburg,568,50.2,N/A,,Marburg,Germany,DEU
Texas Tech University,568,50.2,N/A,,Lubbock,United States,USA
Universite Paris-Est-Creteil-Val-de-Marne (UPEC),568,50.2,N/A,,Creteil,France,FRA
University of Saskatchewan,568,50.2,N/A,,Saskatoon,Canada,CAN
American University of Beirut,572,50.1,N/A,,Beirut,Lebanon,LBN
Auckland University of Technology,572,50.1,N/A,,Auckland,New Zealand,NZL
Universiti Kebangsaan Malaysia,572,50.1,N/A,,Bangi Selangor,Malaysia,MYS
University of Konstanz,572,50.1,N/A,,Konstanz,Germany,DEU
University of Tennessee Health Science Center,572,50.1,N/A,,Memphis,United States,USA
University of Vermont,572,50.1,N/A,,Burlington,United States,USA
King Faisal University,578,50.0,N/A,,Al Ahsa,Saudi Arabia,SAU
Northern Arizona University,578,50.0,N/A,,Flagstaff,United States,USA
Sunway University,578,50.0,N/A,,Petaling Jaya,Malaysia,MYS
UiT The Arctic University of Tromso,578,50.0,N/A,,Tromso,Norway,NOR
Universiti Putra Malaysia,578,50.0,N/A,,Serdang,Malaysia,MYS
Waseda University,578,50.0,N/A,,Tokyo,Japan,JPN
Masaryk University,584,49.9,N/A,,Brno,Czech Republic,CZE
National University of Sciences & Technology - Pakistan,584,49.9,N/A,,Islamabad,Pakistan,PAK
Sultan Qaboos University,584,49.9,N/A,,Muscat,Oman,OMN
University of Tabriz,584,49.9,N/A,,Tabriz,Iran,IRN
Georgia State University,588,49.8,N/A,,Atlanta,United States,USA
Institut National Polytechnique de Grenoble,588,49.8,N/A,,Grenoble,France,FRA
North West University - South Africa,588,49.8,N/A,,Potchefstroom,South Africa,ZAF
Technische Universitat Wien,588,49.8,N/A,,Vienna,Austria,AUT
Tehran University of Medical Sciences,588,49.8,N/A,,Tehran,Iran,IRN
University of Lahore,588,49.8,N/A,,Lahore,Pakistan,PAK
Aston University,594,49.7,N/A,,Birmingham (U.K.),United Kingdom,GBR
Government College University Faisalabad,594,49.7,N/A,,Faisalabad,Pakistan,PAK
Mahidol University,594,49.7,N/A,,Salaya,Thailand,THA
Middle East Technical University,594,49.7,N/A,,Ankara,Turkey,TUR
Taylor's University,594,49.7,N/A,,New Delhi,Malaysia,MYS
University of Agriculture Faisalabad,594,49.7,N/A,,Faisalabad,Pakistan,PAK
University of Siena,594,49.7,N/A,,Siena,Italy,ITA
Copenhagen Business School,601,49.6,N/A,,Frederiksberg,Denmark,DNK
University of Bremen,601,49.6,N/A,,Bremen,Germany,DEU
University of Regensburg,601,49.6,N/A,,Regensburg,Germany,DEU
National Technical University of Athens,604,49.5,N/A,,Athens (Greece),Greece,GRC
University of Aveiro,604,49.5,N/A,,Aveiro,Portugal,PRT
University of Dhaka,604,49.5,N/A,,Dhaka,Bangladesh,BGD
University of Messina,604,49.5,N/A,,Messina,Italy,ITA
HSE University (National Research University Higher School of Economics),608,49.4,N/A,,Moscow (Russia),Russia,RUS
Moscow Institute of Physics & Technology,608,49.4,N/A,,Dolgoprudny,Russia,RUS
Wenzhou University,608,49.4,N/A,,Wenzhou,China,CHN
Liverpool School of Tropical Medicine,611,49.3,N/A,,Liverpool,United Kingdom,GBR
University of Palermo,611,49.3,N/A,,Palermo,Italy,ITA
Al Jouf University,613,49.2,N/A,,Sakaka,Saudi Arabia,SAU
Capital Medical University,613,49.2,N/A,,Beijing,China,CHN
University of Salerno,613,49.2,N/A,,Fisciano,Italy,ITA
Carleton University,616,49.1,N/A,,Ottawa,Canada,CAN
Singapore Management University,616,49.1,N/A,,Singapore,Singapore,SGP
Martin Luther University Halle Wittenberg,618,49.0,N/A,,Halle,Germany,DEU
University of Kent,618,49.0,N/A,,Canterbury,United Kingdom,GBR
National Cheng Kung University,620,48.9,N/A,"National Cheng Kung University is a public institution that was established in 1931 as Tainan Technical College. The university is located in the city of Tainan, in southwest Taiwan, and received its current name in 1971. It has 11 campuses, eight of which are adjacent to each other and collectively form the main campus area. In a recent year, upward of 21,000 students attended National Cheng Kung University, and a little more than half of them studied at the undergraduate level. Tuition costs vary by subject and are higher for international students, who can apply for university- and government-sponsored scholarships. Housing is available for both undergraduate and graduate students.

The university has colleges focused on a variety of subjects: liberal arts, sciences, engineering, electrical engineering and computer science, planning and design, management, social science, medicine, and bioscience and biotechnology. Its academic calendar is semester-based, and the primary language of instruction is Chinese. However, some classes and a handful of degree programs – mostly at the graduate level – are taught in English. Degree-seeking international students can also take free Chinese language courses. National Cheng Kung University's research centers include the University Center for Bioscience and Biotechnology, the Research Center for Energy Technology and Strategy, and the Medical Device Innovation Center. University researchers were involved in the construction of the Formosat-2 satellite, which launched in 2004 and carried the National Cheng Kung University flag into outer space.",Tainan City,Taiwan,TWN
Universidade Estadual Paulista,620,48.9,N/A,,Sao Paulo,Brazil,BRA
University of Parma,620,48.9,N/A,,Parma,Italy,ITA
Auburn University,623,48.8,N/A,,Auburn,United States,USA
Saint Louis University,623,48.8,N/A,,St. Louis,United States,USA
Institut Agro,625,48.7,N/A,,Paris,France,FRA
National Yang Ming Chiao Tung University,625,48.7,N/A,,Hsinchu,Taiwan,TWN
University of Texas at San Antonio (UTSA),625,48.7,N/A,,San Antonio,United States,USA
Hiroshima University,628,48.6,N/A,,Hiroshima,Japan,JPN
University of Essex,628,48.6,N/A,,Colchester,United Kingdom,GBR
Mekelle University,630,48.5,N/A,,Mekelle,Ethiopia,ETH
Universita di Modena e Reggio Emilia,630,48.5,N/A,,Modena,Italy,ITA
University of Management & Technology (UMT),630,48.5,N/A,,Punjab,Pakistan,PAK
Education University of Hong Kong (EdUHK),633,48.4,N/A,,Tai Po,Hong Kong,HKG
Hangzhou Normal University,633,48.4,N/A,,Hangzhou,China,CHN
Indian Institute of Science (IISC) - Bangalore,633,48.4,https://www.usnews.com/object/image/00000157-8cb5-dca0-ad7f-ccb7ccf20000/$161003_IISc?size=responsive640&update-time=1475534623655,"The Indian Institute of Science is a public institution that was founded in 1909. The university is located in the city of Bangalore in southern India. In a recent year, upward of 3,000 students attended the university, and the vast majority of them – 89 percent – studied at the graduate level. The school's relatively new undergraduate program is research-focused. The first class of bachelor’s students graduated from the school in 2015. International students cannot enroll in the undergraduate program, but they can apply to the university's graduate-level programs. However, in a recent year, less than 1 percent of the student body was international. The Indian Institute of Science is a residential school – nearly all of its undergraduate- and graduate-level students live in on-campus student housing.

The science- and engineering-focused institution has six academic divisions, each with multiple departments: biological sciences, chemical sciences, electrical sciences, interdisciplinary research, mechanical sciences, and physical and mathematical sciences. The university uses a semester-based academic calendar, and the language of instruction at all levels of study is English. Tuition is the same for domestic and international students. All students at the university receive stipends that cover some or all of their tuition and living costs. Federal government grants fund many of these stipends. Among the university’s research centers are the Center for Infrastructure, Sustainable Transportation and Urban Planning, the Divecha Centre for Climate Change and the Centre for Brain Research.",Bangalore,India,IND
Roma Tre University,633,48.4,N/A,,Rome,Italy,ITA
Universidade Federal de Sao Paulo (UNIFESP),633,48.4,N/A,,Sao Paulo,Brazil,BRA
"University at Albany, SUNY",638,48.3,N/A,,Albany,United States,USA
University of Minho,638,48.3,N/A,,Braga,Portugal,PRT
University of Rajshahi,638,48.3,N/A,,Rajshahi,Bangladesh,BGD
Indian Institute of Technology (IIT) - Madras,641,48.2,N/A,"The Indian Institute of Technology Madras, also known as IIT Madras, is a public institution that was founded in 1959 with technical support from the German government. The university is located in Chennai, a coastal city and the capital of Tamil Nadu in southern India. In a recent year, more than 8,000 students attended the university. Most of the international students at IIT Madras are visiting the campus as part of short-term study abroad programs or to conduct research. IIT Madras is a residential school – nearly all of the institute's students live on campus, as do many faculty members.

IIT Madras has more than a dozen academic departments, many of which offer studies in different types of engineering, including aerospace, chemical, civil, electrical, mechanical and ocean engineering. Several departments also focus on other scientific fields – math, physics and chemistry – and the humanities. IIT Madras students can enroll in bachelor's, master's or doctoral degree programs, as well as dual-degree programs. The university uses a semester-based academic calendar, and English is the language of instruction. Research centers at the university include the Indo-German Centre for Sustainability, the Centre for Nanotechnology and the National Center for Catalysis Research. The IIT Madras Research Park helps companies gain access to university research and insights. Businesses can set up shop in the research park and work with IIT Madras on research and development projects.",Chennai,India,IND
Menofia University,641,48.2,N/A,,Shebin El Koum,Egypt,EGY
Minia University,641,48.2,N/A,,Minya,Egypt,EGY
University of Cagliari,641,48.2,N/A,,Cagliari,Italy,ITA
Ahmadu Bello University,645,48.1,N/A,,Zaria,Nigeria,NGA
